Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més,Total. Total,Homes. Total,Dones. Total,P Total. De 0 a 14 anys,P Total. De 15 a 64 anys,P Total. 65 anys o més,P Homes. De 0 a 14 anys,P Homes. De 15 a 64 anys,P Homes. 65 anys o més,P Dones. De 0 a 14 anys,P Dones. De 15 a 64 anys,P Dones. 65 anys o més
8062,Castellnou de Bages,131,530,91,125,446,97,256,976,188,1420,752,668,0.18028169014084508,0.6873239436619718,0.1323943661971831,0.17420212765957446,0.7047872340425532,0.12101063829787234,0.18712574850299402,0.6676646706586826,0.14520958083832336
25068,Castellnou de Seana,51,221,87,49,180,104,100,401,191,692,359,333,0.14450867052023122,0.5794797687861272,0.27601156069364163,0.14206128133704735,0.6155988857938719,0.24233983286908078,0.14714714714714713,0.5405405405405406,0.3123123123123123
17047,Castelló d'Empúries,862,3757,1010,854,3593,1078,1716,7350,2088,11154,5629,5525,0.15384615384615385,0.6589564281871975,0.18719741796664874,0.15313554805471666,0.6674364896073903,0.17942796233789304,0.15457013574660633,0.650316742081448,0.1951131221719457
25069,Castelló de Farfanya,34,186,67,32,137,73,66,323,140,529,287,242,0.12476370510396975,0.610586011342155,0.2646502835538752,0.11846689895470383,0.6480836236933798,0.23344947735191637,0.1322314049586777,0.5661157024793388,0.30165289256198347
8063,Castellolí,43,223,51,77,207,52,120,430,103,653,317,336,0.18376722817764166,0.6584992343032159,0.15773353751914243,0.13564668769716087,0.7034700315457413,0.1608832807570978,0.22916666666666666,0.6160714285714286,0.15476190476190477
17048,Castell-Platja d'Aro,795,3824,1035,763,3822,1216,1558,7646,2251,11455,5654,5801,0.13601047577477085,0.6674814491488433,0.19650807507638585,0.14060841881853556,0.6763353378139371,0.1830562433675274,0.13152904671608343,0.6588519220823996,0.20961903120151698
25070,Castellserà,58,315,125,56,265,157,114,580,282,976,498,478,0.1168032786885246,0.5942622950819673,0.2889344262295082,0.11646586345381527,0.6325301204819277,0.25100401606425704,0.11715481171548117,0.5543933054393305,0.3284518828451883
8064,Castellterçol,164,907,262,161,802,336,325,1709,598,2632,1333,1299,0.12348024316109422,0.6493161094224924,0.22720364741641338,0.12303075768942236,0.6804201050262566,0.19654913728432108,0.123941493456505,0.6173979984603541,0.2586605080831409
43042,Castellvell del Camp,224,994,223,202,1005,225,426,1999,448,2873,1441,1432,0.14827706230421162,0.6957883745214062,0.15593456317438217,0.1554476058292852,0.6897987508674531,0.15475364330326163,0.14106145251396648,0.7018156424581006,0.15712290502793297
8065,Castellví de la Marca,104,541,175,96,501,180,200,1042,355,1597,820,777,0.12523481527864747,0.6524733876017533,0.22229179711959926,0.12682926829268293,0.6597560975609756,0.21341463414634146,0.12355212355212356,0.6447876447876448,0.23166023166023167
8066,Castellví de Rosanes,144,708,134,159,672,179,303,1380,313,1996,986,1010,0.15180360721442887,0.6913827655310621,0.156813627254509,0.1460446247464503,0.718052738336714,0.1359026369168357,0.15742574257425743,0.6653465346534654,0.17722772277227722
43043,"Catllar, el",445,1665,357,351,1576,346,796,3241,703,4740,2467,2273,0.1679324894514768,0.6837552742616034,0.14831223628691984,0.18038102959059588,0.674908796108634,0.14471017430077016,0.15442146942366916,0.6933567971843378,0.15222173339199296
25071,Cava,2,20,10,1,7,6,3,27,16,46,32,14,0.06521739130434782,0.5869565217391305,0.34782608695652173,0.0625,0.625,0.3125,0.07142857142857142,0.5,0.42857142857142855
17189,"Cellera de Ter, la",149,608,207,133,625,251,282,1233,458,1973,964,1009,0.1429295489102889,0.6249366447034972,0.2321338063862139,0.1545643153526971,0.6307053941908713,0.21473029045643152,0.13181367690782952,0.6194251734390486,0.2487611496531219
17049,Celrà,571,1956,281,572,1911,315,1143,3867,596,5606,2808,2798,0.20388869068854798,0.6897966464502319,0.10631466286122013,0.20334757834757836,0.6965811965811965,0.10007122507122507,0.20443173695496783,0.6829878484631879,0.11258041458184417
8067,Centelles,597,2527,612,570,2443,846,1167,4970,1458,7595,3736,3859,0.15365371955233706,0.6543778801843319,0.19196840026333115,0.159796573875803,0.6763918629550322,0.16381156316916487,0.1477066597564136,0.6330655610261726,0.21922777921741385
8268,Cercs,78,385,133,63,341,190,141,726,323,1190,596,594,0.11848739495798319,0.6100840336134454,0.2714285714285714,0.13087248322147652,0.6459731543624161,0.2231543624161074,0.10606060606060606,0.5740740740740741,0.31986531986531985
8266,Cerdanyola del Vallès,3995,18889,5027,3663,19169,6474,7658,38058,11501,57217,27911,29306,0.13384134086023386,0.6651519653249909,0.20100669381477532,0.1431335315825302,0.6767582673497904,0.1801082010676794,0.12499146932368799,0.6540981369002935,0.22091039377601857
8068,Cervelló,772,3147,714,713,2991,896,1485,6138,1610,9233,4633,4600,0.16083613126827684,0.6647893425755442,0.17437452615617893,0.16663069285560111,0.6792575005396072,0.1541118066047917,0.155,0.6502173913043479,0.19478260869565217
25072,Cervera,790,3287,686,736,2954,875,1526,6241,1561,9328,4763,4565,0.1635934819897084,0.6690608919382505,0.16734562607204118,0.16586185177409196,0.6901112744068865,0.14402687381902163,0.16122672508214678,0.6470974808324206,0.19167579408543264
25073,Cervià de les Garrigues,33,226,95,33,181,97,66,407,192,665,354,311,0.09924812030075188,0.6120300751879699,0.2887218045112782,0.09322033898305085,0.6384180790960452,0.268361581920904,0.10610932475884244,0.5819935691318328,0.31189710610932475
17050,Cervià de Ter,95,313,90,74,313,88,169,626,178,973,498,475,0.1736896197327852,0.6433710174717369,0.1829393627954779,0.19076305220883535,0.6285140562248996,0.18072289156626506,0.15578947368421053,0.6589473684210526,0.18526315789473685
17051,Cistella,15,92,30,19,92,34,34,184,64,282,137,145,0.12056737588652482,0.6524822695035462,0.22695035460992907,0.10948905109489052,0.6715328467153284,0.21897810218978103,0.1310344827586207,0.6344827586206897,0.23448275862068965
25074,Ciutadilla,10,66,28,9,56,33,19,122,61,202,104,98,0.09405940594059406,0.6039603960396039,0.30198019801980197,0.09615384615384616,0.6346153846153846,0.2692307692307692,0.09183673469387756,0.5714285714285714,0.336734693877551
25075,Clariana de Cardener,15,52,16,7,54,14,22,106,30,158,83,75,0.13924050632911392,0.6708860759493671,0.189873417721519,0.18072289156626506,0.6265060240963856,0.1927710843373494,0.09333333333333334,0.72,0.18666666666666668
25076,"Cogul, el",5,48,28,2,34,26,7,82,54,143,81,62,0.04895104895104895,0.5734265734265734,0.3776223776223776,0.06172839506172839,0.5925925925925926,0.345679012345679,0.03225806451612903,0.5483870967741935,0.41935483870967744
17054,Colera,14,144,71,23,136,74,37,280,145,462,229,233,0.08008658008658008,0.6060606060606061,0.31385281385281383,0.0611353711790393,0.62882096069869,0.31004366812227074,0.09871244635193133,0.5836909871244635,0.31759656652360513
25077,Coll de Nargó,29,170,81,29,163,76,58,333,157,548,280,268,0.10583941605839416,0.6076642335766423,0.2864963503649635,0.10357142857142858,0.6071428571428571,0.2892857142857143,0.10820895522388059,0.6082089552238806,0.2835820895522388
8069,Collbató,424,1685,305,356,1544,341,780,3229,646,4655,2414,2241,0.16756176154672395,0.6936627282491944,0.13877551020408163,0.1756420878210439,0.6980115990057995,0.1263463131731566,0.15885765283355643,0.6889781347612673,0.15216421240517625
43045,Colldejou,13,61,19,8,43,23,21,104,42,167,93,74,0.12574850299401197,0.6227544910179641,0.25149700598802394,0.13978494623655913,0.6559139784946236,0.20430107526881722,0.10810810810810811,0.581081081081081,0.3108108108108108
8070,Collsuspina,38,117,38,42,115,37,80,232,75,387,193,194,0.20671834625322996,0.599483204134367,0.1937984496124031,0.19689119170984457,0.6062176165803109,0.19689119170984457,0.21649484536082475,0.5927835051546392,0.19072164948453607
17055,Colomers,9,59,24,10,59,27,19,118,51,188,92,96,0.10106382978723404,0.6276595744680851,0.2712765957446808,0.09782608695652174,0.6413043478260869,0.2608695652173913,0.10416666666666667,0.6145833333333334,0.28125
25163,"Coma i la Pedra, la",15,117,30,10,76,29,25,193,59,277,162,115,0.09025270758122744,0.6967509025270758,0.21299638989169675,0.09259259259259259,0.7222222222222222,0.18518518518518517,0.08695652173913043,0.6608695652173913,0.25217391304347825
25161,Conca de Dalt,23,123,69,28,115,63,51,238,132,421,215,206,0.12114014251781473,0.5653206650831354,0.31353919239904987,0.10697674418604651,0.5720930232558139,0.3209302325581395,0.13592233009708737,0.558252427184466,0.3058252427184466
43046,Conesa,5,33,14,3,32,19,8,65,33,106,52,54,0.07547169811320754,0.6132075471698113,0.3113207547169811,0.09615384615384616,0.6346153846153846,0.2692307692307692,0.05555555555555555,0.5925925925925926,0.35185185185185186
43047,Constantí,654,2338,478,599,2126,529,1253,4464,1007,6724,3470,3254,0.18634741225461035,0.6638905413444378,0.1497620464009518,0.18847262247838617,0.6737752161383286,0.1377521613832853,0.18408113091579595,0.6533497234173326,0.16256914566687156
8071,Copons,27,97,34,31,92,41,58,189,75,322,158,164,0.18012422360248448,0.5869565217391305,0.2329192546583851,0.17088607594936708,0.6139240506329114,0.21518987341772153,0.18902439024390244,0.5609756097560976,0.25
43048,Corbera d'Ebre,58,327,125,44,280,147,102,607,272,981,510,471,0.10397553516819572,0.6187563710499491,0.27726809378185524,0.11372549019607843,0.6411764705882353,0.24509803921568626,0.09341825902335456,0.5944798301486199,0.31210191082802546
8072,Corbera de Llobregat,1233,5334,965,1144,5129,1212,2377,10463,2177,15017,7532,7485,0.15828727442232138,0.696743690484118,0.14496903509356063,0.16370154009559215,0.70817843866171,0.12812002124269783,0.1528390113560454,0.6852371409485638,0.16192384769539078
25078,Corbins,116,599,124,103,393,164,219,992,288,1499,839,660,0.14609739826551035,0.6617745163442295,0.19212808539026016,0.13825983313468415,0.7139451728247914,0.14779499404052443,0.15606060606060607,0.5954545454545455,0.24848484848484848
17057,Corçà,117,393,145,83,386,151,200,779,296,1275,655,620,0.1568627450980392,0.6109803921568627,0.23215686274509803,0.17862595419847327,0.6,0.22137404580152673,0.1338709677419355,0.6225806451612903,0.2435483870967742
8073,Cornellà de Llobregat,6432,29455,7447,6196,29338,10432,12628,58793,17879,89300,43334,45966,0.14141097424412094,0.6583762597984323,0.2002127659574468,0.14842848571560438,0.6797203119952001,0.17185120228919554,0.13479528347039116,0.6382543619196798,0.22695035460992907
17056,Cornellà del Terri,202,790,235,187,769,239,389,1559,474,2422,1227,1195,0.1606110652353427,0.643682906688687,0.19570602807597026,0.16462917685411574,0.6438467807660961,0.1915240423797881,0.15648535564853555,0.6435146443514644,0.2
43049,Cornudella de Montsant,47,364,98,48,288,120,95,652,218,965,509,456,0.09844559585492228,0.6756476683937824,0.22590673575129533,0.09233791748526522,0.7151277013752456,0.1925343811394892,0.10526315789473684,0.631578947368421,0.2631578947368421
43050,Creixell,278,1262,430,284,1169,489,562,2431,919,3912,1970,1942,0.14366053169734153,0.6214212678936605,0.23491820040899797,0.14111675126903553,0.6406091370558376,0.2182741116751269,0.1462409886714727,0.601956745623069,0.2518022657054583
17058,Crespià,17,97,24,18,81,33,35,178,57,270,138,132,0.12962962962962962,0.6592592592592592,0.2111111111111111,0.12318840579710146,0.7028985507246377,0.17391304347826086,0.13636363636363635,0.6136363636363636,0.25
17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",95,444,125,87,440,136,182,884,261,1327,664,663,0.13715146948003015,0.6661642803315749,0.1966842501883949,0.1430722891566265,0.6686746987951807,0.18825301204819278,0.13122171945701358,0.6636500754147813,0.20512820512820512
8074,Cubelles,1327,5419,1327,1202,5273,1503,2529,10692,2830,16051,8073,7978,0.15756027661827923,0.6661267210765685,0.17631300230515232,0.16437507741855567,0.6712498451628887,0.16437507741855567,0.15066432689897216,0.6609425921283529,0.18839308097267485
25079,Cubells,15,118,49,19,103,53,34,221,102,357,182,175,0.09523809523809523,0.6190476190476191,0.2857142857142857,0.08241758241758242,0.6483516483516484,0.2692307692307692,0.10857142857142857,0.5885714285714285,0.3028571428571429
43051,Cunit,1046,4480,1430,1018,4429,1678,2064,8909,3108,14081,6956,7125,0.1465804985441375,0.6326965414388183,0.22072296001704425,0.1503737780333525,0.6440483036227717,0.2055779183438758,0.14287719298245613,0.6216140350877193,0.23550877192982456
17060,Darnius,24,181,69,31,158,77,55,339,146,540,274,266,0.10185185185185185,0.6277777777777778,0.27037037037037037,0.08759124087591241,0.6605839416058394,0.2518248175182482,0.11654135338345864,0.5939849624060151,0.2894736842105263
17061,Das,20,89,20,28,70,21,48,159,41,248,129,119,0.1935483870967742,0.6411290322580645,0.16532258064516128,0.15503875968992248,0.689922480620155,0.15503875968992248,0.23529411764705882,0.5882352941176471,0.17647058823529413
43901,Deltebre,798,3832,1171,763,3555,1420,1561,7387,2591,11539,5801,5738,0.13528035358349944,0.6401767917497183,0.22454285466678223,0.1375624892259955,0.6605757627995174,0.20186174797448717,0.13297316138027188,0.6195538515162078,0.2474729871035204
8075,Dosrius,482,1994,391,453,1945,420,935,3939,811,5685,2867,2818,0.1644678979771328,0.6928759894459103,0.1426561125769569,0.16811998604813394,0.6955005231949773,0.13637949075688874,0.16075230660042583,0.6902058197303051,0.149041873669269
43053,Duesaigües,15,91,25,11,66,26,26,157,51,234,131,103,0.1111111111111111,0.6709401709401709,0.21794871794871795,0.11450381679389313,0.6946564885496184,0.19083969465648856,0.10679611650485436,0.6407766990291263,0.2524271844660194
17062,"Escala, l'",706,3463,1155,668,3261,1244,1374,6724,2399,10497,5324,5173,0.13089454129751357,0.6405639706582833,0.2285414880442031,0.13260706235912847,0.650450788880541,0.21694214876033058,0.12913203170307366,0.6303885559636575,0.2404794123332689
8076,Esparreguera,1758,7826,1714,1629,7342,2089,3387,15168,3803,22358,11298,11060,0.15148939976742107,0.6784148850523303,0.17009571518024869,0.15560276155071695,0.6926889714993805,0.15170826694990264,0.1472875226039783,0.6638336347197107,0.18887884267631103
17063,Espinelves,14,86,20,18,75,26,32,161,46,239,120,119,0.13389121338912133,0.6736401673640168,0.19246861924686193,0.11666666666666667,0.7166666666666667,0.16666666666666666,0.15126050420168066,0.6302521008403361,0.2184873949579832
25081,"Espluga Calba, l'",15,94,56,21,82,60,36,176,116,328,165,163,0.10975609756097561,0.5365853658536586,0.35365853658536583,0.09090909090909091,0.5696969696969697,0.3393939393939394,0.12883435582822086,0.5030674846625767,0.36809815950920244
43054,"Espluga de Francolí, l'",229,1244,348,250,1161,485,479,2405,833,3717,1821,1896,0.12886736615550176,0.6470271724509012,0.224105461393597,0.1257550796265788,0.6831411312465678,0.19110378912685339,0.13185654008438819,0.6123417721518988,0.2558016877637131
8077,Esplugues de Llobregat,3300,14316,4658,3101,15145,6257,6401,29461,10915,46777,22274,24503,0.13684075507193708,0.6298180729845865,0.2333411719434765,0.14815479931759,0.6427224566759451,0.20912274400646494,0.12655593192670286,0.6180875811125168,0.25535648696078034
17064,Espolla,27,116,61,12,129,67,39,245,128,412,204,208,0.09466019417475728,0.5946601941747572,0.3106796116504854,0.1323529411764706,0.5686274509803921,0.29901960784313725,0.057692307692307696,0.6201923076923077,0.32211538461538464
17065,Esponellà,41,143,56,41,133,55,82,276,111,469,240,229,0.17484008528784648,0.5884861407249466,0.23667377398720682,0.17083333333333334,0.5958333333333333,0.23333333333333334,0.17903930131004367,0.5807860262008734,0.24017467248908297
25082,Espot,17,139,40,18,118,34,35,257,74,366,196,170,0.09562841530054644,0.7021857923497268,0.20218579234972678,0.08673469387755102,0.7091836734693877,0.20408163265306123,0.10588235294117647,0.6941176470588235,0.2
8078,"Espunyola, l'",20,80,29,12,84,33,32,164,62,258,129,129,0.12403100775193798,0.6356589147286822,0.24031007751937986,0.15503875968992248,0.6201550387596899,0.2248062015503876,0.09302325581395349,0.6511627906976745,0.2558139534883721
8254,"Esquirol, l'",140,727,242,135,679,275,275,1406,517,2198,1109,1089,0.1251137397634213,0.6396724294813467,0.23521383075523203,0.12623985572587917,0.6555455365193869,0.218214607754734,0.12396694214876033,0.6235078053259872,0.25252525252525254
25088,Estamariu,8,39,26,9,34,13,17,73,39,129,73,56,0.13178294573643412,0.5658914728682171,0.3023255813953488,0.1095890410958904,0.5342465753424658,0.3561643835616438,0.16071428571428573,0.6071428571428571,0.23214285714285715
8079,"Estany, l'",34,129,52,19,111,63,53,240,115,408,215,193,0.12990196078431374,0.5882352941176471,0.2818627450980392,0.15813953488372093,0.6,0.24186046511627907,0.09844559585492228,0.5751295336787565,0.32642487046632124
25085,Estaràs,9,49,29,16,50,19,25,99,48,172,87,85,0.14534883720930233,0.5755813953488372,0.27906976744186046,0.10344827586206896,0.5632183908045977,0.3333333333333333,0.18823529411764706,0.5882352941176471,0.2235294117647059
25086,Esterri d'Àneu,56,298,52,56,297,73,112,595,125,832,406,426,0.1346153846153846,0.7151442307692307,0.1502403846153846,0.13793103448275862,0.7339901477832512,0.12807881773399016,0.13145539906103287,0.6971830985915493,0.17136150234741784
25087,Esterri de Cardós,5,22,5,7,19,6,12,41,11,64,32,32,0.1875,0.640625,0.171875,0.15625,0.6875,0.15625,0.21875,0.59375,0.1875
43055,Falset,220,880,268,190,826,340,410,1706,608,2724,1368,1356,0.15051395007342144,0.6262848751835536,0.22320117474302498,0.1608187134502924,0.6432748538011696,0.195906432748538,0.140117994100295,0.6091445427728613,0.25073746312684364
17005,"Far d'Empordà, el",53,216,49,51,187,63,104,403,112,619,318,301,0.1680129240710824,0.6510500807754442,0.18093699515347333,0.16666666666666666,0.6792452830188679,0.1540880503144654,0.16943521594684385,0.6212624584717608,0.20930232558139536
25089,Farrera,5,44,18,6,33,10,11,77,28,116,67,49,0.09482758620689655,0.6637931034482759,0.2413793103448276,0.07462686567164178,0.6567164179104478,0.26865671641791045,0.12244897959183673,0.673469387755102,0.20408163265306123
43056,"Fatarella, la",35,264,148,42,243,185,77,507,333,917,447,470,0.08396946564885496,0.5528898582333697,0.36314067611777534,0.07829977628635347,0.5906040268456376,0.33109619686800895,0.08936170212765958,0.5170212765957447,0.39361702127659576
43057,"Febró, la",0,16,9,0,13,3,0,29,12,41,25,16,0.0,0.7073170731707317,0.2926829268292683,0.0,0.64,0.36,0.0,0.8125,0.1875
8134,Figaró-Montmany,69,384,97,77,375,125,146,759,222,1127,550,577,0.129547471162378,0.673469387755102,0.19698314108251996,0.12545454545454546,0.6981818181818182,0.17636363636363636,0.13344887348353554,0.6499133448873483,0.21663778162911612
8080,Fígols,2,19,6,1,12,6,3,31,12,46,27,19,0.06521739130434782,0.6739130434782609,0.2608695652173913,0.07407407407407407,0.7037037037037037,0.2222222222222222,0.05263157894736842,0.631578947368421,0.3157894736842105
25908,Fígols i Alinyà,10,94,42,13,66,35,23,160,77,260,146,114,0.08846153846153847,0.6153846153846154,0.29615384615384616,0.0684931506849315,0.6438356164383562,0.2876712328767123,0.11403508771929824,0.5789473684210527,0.30701754385964913
43058,"Figuera, la",3,41,22,3,25,23,6,66,45,117,66,51,0.05128205128205128,0.5641025641025641,0.38461538461538464,0.045454545454545456,0.6212121212121212,0.3333333333333333,0.058823529411764705,0.49019607843137253,0.45098039215686275
17066,Figueres,4207,15867,3146,3962,15539,4322,8169,31406,7468,47043,23220,23823,0.17364963969134622,0.6676019811661671,0.15874837914248666,0.18118001722652885,0.6833333333333333,0.1354866494401378,0.16630986861436428,0.6522688158502288,0.18142131553540697
43059,Figuerola del Camp,23,111,33,19,111,39,42,222,72,336,167,169,0.125,0.6607142857142857,0.21428571428571427,0.1377245508982036,0.6646706586826348,0.19760479041916168,0.11242603550295859,0.6568047337278107,0.23076923076923078
17067,Flaçà,94,375,87,99,359,133,193,734,220,1147,556,591,0.16826503923278116,0.6399302528334786,0.1918047079337402,0.16906474820143885,0.6744604316546763,0.1564748201438849,0.16751269035532995,0.6074450084602369,0.22504230118443316
43060,Flix,193,1102,445,170,993,548,363,2095,993,3451,1740,1711,0.10518690234714576,0.6070704143726456,0.28774268328020863,0.11091954022988505,0.6333333333333333,0.2557471264367816,0.09935710111046171,0.5803623611922852,0.32028053769725306
25092,"Floresta, la",3,57,19,5,40,21,8,97,40,145,79,66,0.05517241379310345,0.6689655172413793,0.27586206896551724,0.0379746835443038,0.7215189873417721,0.24050632911392406,0.07575757575757576,0.6060606060606061,0.3181818181818182
8082,Fogars de la Selva,90,559,144,93,495,159,183,1054,303,1540,793,747,0.11883116883116883,0.6844155844155844,0.19675324675324676,0.11349306431273644,0.7049180327868853,0.18158890290037832,0.12449799196787148,0.6626506024096386,0.21285140562248997
8081,Fogars de Montclús,46,166,39,34,145,37,80,311,76,467,251,216,0.17130620985010706,0.6659528907922913,0.16274089935760172,0.18326693227091634,0.6613545816733067,0.1553784860557769,0.1574074074074074,0.6712962962962963,0.1712962962962963
17068,Foixà,11,94,44,15,83,52,26,177,96,299,149,150,0.08695652173913043,0.5919732441471572,0.3210702341137124,0.0738255033557047,0.6308724832214765,0.2953020134228188,0.1,0.5533333333333333,0.3466666666666667
8083,Folgueroles,210,773,157,182,733,214,392,1506,371,2269,1140,1129,0.17276333186425738,0.6637285147642134,0.1635081533715293,0.18421052631578946,0.6780701754385965,0.13771929824561405,0.1612046058458813,0.6492471213463242,0.18954827280779452
25093,Fondarella,50,267,73,65,245,81,115,512,154,781,390,391,0.147247119078105,0.6555697823303457,0.19718309859154928,0.1282051282051282,0.6846153846153846,0.18717948717948718,0.16624040920716113,0.6265984654731458,0.2071611253196931
8084,Fonollosa,101,506,159,102,474,153,203,980,312,1495,766,729,0.13578595317725753,0.6555183946488294,0.20869565217391303,0.13185378590078328,0.660574412532637,0.20757180156657964,0.13991769547325103,0.6502057613168725,0.20987654320987653
17069,Fontanals de Cerdanya,31,168,59,38,156,54,69,324,113,506,258,248,0.13636363636363635,0.6403162055335968,0.22332015810276679,0.12015503875968993,0.6511627906976745,0.22868217054263565,0.1532258064516129,0.6290322580645161,0.21774193548387097
17070,Fontanilles,11,56,21,7,43,19,18,99,40,157,88,69,0.11464968152866242,0.6305732484076433,0.25477707006369427,0.125,0.6363636363636364,0.23863636363636365,0.10144927536231885,0.6231884057971014,0.2753623188405797
17071,Fontcoberta,133,461,133,123,481,137,256,942,270,1468,727,741,0.17438692098092642,0.6416893732970027,0.18392370572207084,0.1829436038514443,0.6341127922971114,0.1829436038514443,0.1659919028340081,0.6491228070175439,0.18488529014844804
8085,Font-rubí,102,492,158,99,436,153,201,928,311,1440,752,688,0.13958333333333334,0.6444444444444445,0.21597222222222223,0.1356382978723404,0.6542553191489362,0.21010638297872342,0.1438953488372093,0.6337209302325582,0.22238372093023256
25094,Foradada,13,80,30,11,37,24,24,117,54,195,123,72,0.12307692307692308,0.6,0.27692307692307694,0.10569105691056911,0.6504065040650406,0.24390243902439024,0.1527777777777778,0.5138888888888888,0.3333333333333333
17902,Forallac,123,541,178,117,549,200,240,1090,378,1708,842,866,0.1405152224824356,0.6381733021077284,0.22131147540983606,0.14608076009501186,0.6425178147268409,0.21140142517814728,0.1351039260969977,0.6339491916859122,0.23094688221709006
43061,Forès,2,15,10,0,12,9,2,27,19,48,27,21,0.041666666666666664,0.5625,0.3958333333333333,0.07407407407407407,0.5555555555555556,0.37037037037037035,0.0,0.5714285714285714,0.42857142857142855
17073,Fornells de la Selva,273,885,181,239,925,197,512,1810,378,2700,1339,1361,0.18962962962962962,0.6703703703703704,0.14,0.20388349514563106,0.6609410007468259,0.13517550410754295,0.17560617193240263,0.6796473181484203,0.14474650991917706
17074,Fortià,54,266,76,56,256,85,110,522,161,793,396,397,0.13871374527112232,0.6582597730138714,0.2030264817150063,0.13636363636363635,0.6717171717171717,0.1919191919191919,0.14105793450881612,0.6448362720403022,0.2141057934508816
8086,"Franqueses del Vallès, les",1897,7097,1313,1776,6728,1540,3673,13825,2853,20351,10307,10044,0.18048253157093017,0.6793277971598447,0.1401896712692251,0.18404967497817018,0.6885611720190162,0.12738915300281362,0.1768219832735962,0.669852648347272,0.15332536837913183
43062,Freginals,16,155,39,11,107,63,27,262,102,391,210,181,0.06905370843989769,0.670076726342711,0.2608695652173913,0.0761904761904762,0.7380952380952381,0.18571428571428572,0.06077348066298342,0.5911602209944752,0.34806629834254144
25096,"Fuliola, la",102,413,120,102,348,162,204,761,282,1247,635,612,0.1635926222935044,0.6102646351242983,0.22614274258219727,0.16062992125984252,0.6503937007874016,0.1889763779527559,0.16666666666666666,0.5686274509803921,0.2647058823529412
25097,Fulleda,1,27,22,2,30,19,3,57,41,101,50,51,0.0297029702970297,0.5643564356435643,0.40594059405940597,0.02,0.54,0.44,0.0392156862745098,0.5882352941176471,0.37254901960784315
8090,Gaià,19,67,16,16,56,15,35,123,31,189,102,87,0.18518518518518517,0.6507936507936508,0.164021164021164,0.18627450980392157,0.6568627450980392,0.1568627450980392,0.1839080459770115,0.6436781609195402,0.1724137931034483
43063,"Galera, la",43,240,92,41,191,116,84,431,208,723,375,348,0.11618257261410789,0.5961272475795297,0.28769017980636236,0.11466666666666667,0.64,0.24533333333333332,0.11781609195402298,0.5488505747126436,0.3333333333333333
